condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
selfrag,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6,</s>,1.0,False,0.0,929.747,929.747,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no," No, Minersville School District v. Gobitis occurred in the 1940s, while Gravel v. United States occurred in the 1970s. Therefore, they did not occur in the same decade according to the provided context.",0.5649,False,57.558,2289.461,2347.019,,hotpotqa,mistral,7.85,102.523
crag,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no," No, according to the provided context, Minersville School District v. Gobitis and Gravel v. United States did not occur in the same decade. Minersville School District v. Gobitis occurred in 1940 (which is in the 1940s), while Gravel v. United States' date is not provided in the context, but it can be inferred that it happened after 1972 since it was overruled by a case from 1972.",0.5559,False,38.869,3541.659,3580.528,,hotpotqa,mistral,7.85,102.523
raptor_2l,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no," No, Minersville School District v. Gobitis occurred in the 1940s, while Gravel v. United States occurred in the 1970s. Therefore, they did not occur in the same decade.",0.5608,False,10.092,2254.328,2264.421,,hotpotqa,mistral,7.85,102.523
selfrag,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,Th es  In  </s>,0.809,False,0.0,2508.023,2508.023,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza," The Yakuza Kiwami is a remake of the first video game in the ""Yakuza"" series, which is an open world action-adventure beat 'em up video game franchise.",0.7489,False,38.901,1908.698,1947.599,,hotpotqa,mistral,7.85,102.523
crag,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza," The Yakuza Kiwami is a remake of the first video game in the ""Yakuza"" series.",0.8008,False,50.578,1110.205,1160.783,,hotpotqa,mistral,7.85,102.523
raptor_2l,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza," The Yakuza Kiwami is a remake of the first video game in the ""Yakuza"" series, which is an open world action-adventure beat 'em up video game franchise.",0.7489,False,10.504,2076.143,2086.648,,hotpotqa,mistral,7.85,102.523
selfrag,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza,"It is not y et known if "" Y aku za K iw ami "" will be com in on Pl ay St at ion 4 .  </s>",0.3631,True,0.0,5813.072,5813.072,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster," I cannot find this information in the provided context about the incumbent Democrat in the 1919 Mississippi gubernatorial election being a ""master"" of anything. The text only mentions that he was term-limited and could not run for reelection.",0.7427,False,28.265,2163.882,2192.147,,hotpotqa,mistral,7.85,102.523
crag, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster," I cannot find this information in the provided context. The context does not mention who the incumbent Democrat was for the 1919 Mississippi gubernatorial election, nor does it provide any details about their skills or abilities.",0.5405,False,43.303,1837.176,1880.479,,hotpotqa,mistral,7.85,102.523
raptor_2l, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster," I cannot find this information in the provided context. The context does not mention any specific title or position that Theodore G. Bilbo, the incumbent Democrat in the 1919 Mississippi gubernatorial election, was a ""master"" of.",0.6018,False,9.934,2378.409,2388.344,,hotpotqa,mistral,7.85,102.523
selfrag, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster,"The 1 9 4 7 Miss iss ip pi ▁gu ber na To al ▁el ction to ok ▁place on Nov ember ▁ 4 , ▁ 1 9 4 7 , ▁in ▁order ▁to ▁elect ▁the ▁Governor ▁of ▁Mississippi .   In c umb ent ▁Dem ocrat ▁H . B . ▁Warner ▁was ▁term - limited , ▁and ▁could ▁not ▁run ▁for ▁re - e lection ▁to ▁a ▁second ▁term .  As ▁was ▁common ▁at ▁the ▁time , ▁the ▁Dem ocrat ic ▁candidate ▁won ▁in ▁a ▁lands lide ▁in ▁the ▁general ▁election ▁so ▁there for ethe ▁Dem ocrat ic ▁primary ▁was ▁the ▁real ▁contest , ▁and ▁winning  win ning ▁the ▁primary ▁was ▁considered ▁tant amount ▁to ▁election .  </s>",0.6627,False,0.0,21735.052,21735.052,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes," Yes, according to the provided context, both Silphium and Heliotropium are genera of flowering plants.",0.7664,False,55.589,1288.39,1343.979,,hotpotqa,mistral,7.85,102.523
crag,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes," Yes, according to the provided context, both Silphium and Heliotropium are genera of flowering plants. However, they belong to different families: Silphium is within the daisy family (Asteraceae), while Heliotropium is within the borage family (Boraginaceae).",0.6552,False,34.634,2001.518,2036.151,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes," Yes, according to the provided context, both Silphium and Heliotropium are genera of flowering plants.",0.7664,False,10.151,1235.433,1245.584,,hotpotqa,mistral,7.85,102.523
selfrag,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes,Th es ystem s are all now ext inct .   </s>,0.5583,False,0.0,2810.867,2810.867,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs," The Mexican Indignados Movement is a response to the Mexican Drug War, also known as the Mexican War on Drugs.",0.8006,False,31.74,1268.365,1300.105,,hotpotqa,mistral,7.85,102.523
crag,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs," The Mexican Drug War (also known as the Mexican War on Drugs; Spanish: ""guerra contra el narcotráfico en México"")",0.9859,False,36.496,1142.362,1178.858,,hotpotqa,mistral,7.85,102.523
raptor_2l,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs," The provided context does not mention any specific war that the Mexican Indignados Movement is a response to, other than the Mexican Drug War.",0.4492,True,9.214,1452.376,1461.59,,hotpotqa,mistral,7.85,102.523
selfrag,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,"The Me xi ican Ind ign ad os Move ment is also known as M IM , M IM - 6 8 , or ▁M IM - 1 1 1 , ▁M IM - 1 8 , ▁M IM - 1 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM - 1 1 , ▁M IM -",0.397,True,0.0,46950.194,46950.194,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no," No, according to the provided context, neither Harry Everett Smith nor Vladimir Petrovich Danilevich are mentioned as being from Russia. Only Daniil Borisovich Shafran is identified as a Russian.",0.7836,False,37.345,1596.822,1634.167,,hotpotqa,mistral,7.85,102.523
crag,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no," No, according to the provided context, Vladimir Danilevich is Russian, but there is no information about Harry Everett Smith's nationality in the context.",0.3949,True,25.123,1056.711,1081.834,,hotpotqa,mistral,7.85,102.523
raptor_2l,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no," I cannot find information about Harry Everett Smith or Vladimir Danilevich in the provided context, so it is not possible to determine if they are both from Russia.",0.5706,False,9.634,1560.019,1569.654,,hotpotqa,mistral,7.85,102.523
selfrag,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,He is also a former S ov iet and Russ ian ice ho ck ey player .  </s>,0.5774,False,0.0,3577.65,3577.65,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm," I cannot find this information in the provided context. The context only mentions that Bob Case is best known for inspiring the naming of ""The Perfect Storm,"" but it does not specify which initial area of low pressure he inspired the naming of.",0.5166,False,33.442,2008.212,2041.653,,hotpotqa,mistral,7.85,102.523
crag,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm," I cannot find this information in the provided context. The context does not specify that the initial area of low pressure developed off Atlantic Canada on October 29 was named by Robert Allen ""Bob"" Case.",0.6915,False,42.283,1384.723,1427.006,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm, I cannot find this information in the provided context.,0.5531,False,9.117,1282.058,1291.175,,hotpotqa,mistral,7.85,102.523
selfrag,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm,#  </s>,1.0,False,0.0,1839.355,1839.355,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee, I cannot find this information in the provided context as neither Jerome Bernard nor Ira Lewis are mentioned in any of the films or their casts.,0.7631,False,48.809,1191.645,1240.454,,hotpotqa,mistral,7.85,102.523
crag,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee, I cannot find this information in the provided context as neither Jerome Bernard nor Ira Lewis are mentioned in any of the films or their casts.,0.7631,False,18.696,878.279,896.975,,hotpotqa,mistral,7.85,102.523
raptor_2l,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee, I cannot find this information in the provided context as there is no mention of any film adaptations involving Jerome Bernard and Ira Lewis.,0.6244,False,9.583,1215.425,1225.008,,hotpotqa,mistral,7.85,102.523
selfrag,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,What film ada pt ation do you w ant to know more about ?  </s>,0.903,False,0.0,3189.147,3189.147,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse," Based solely on the provided context, it is not possible to determine who has a broader scope of profession between Robert Louis Fosse and Angelina Jolie as the context only provides information about their respective careers in acting and filmmaking for Angelina Jolie, and dancing, choreography, direction, screenwriting, and acting for Robert Louis Fosse.",0.4658,True,46.97,2707.405,2754.375,,hotpotqa,mistral,7.85,102.523
crag,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse," Based solely on the provided context, it is not possible to determine who has a broader scope of profession between Robert Louis Fosse and Angelina Jolie as the context only provides information about their respective careers in acting and filmmaking for Angelina Jolie, while Robert Louis Fosse's career includes choreography, direction, screenwriting, and acting.",0.4843,True,25.199,2157.809,2183.008,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse," Based solely on the provided context, it is not possible to determine who has a broader scope of profession between Bob Fosse and Angelina Jolie. Bob Fosse was an American dancer, choreographer, director, and actor, primarily known for his work in theater and film musicals, but he is not mentioned in the context provided. Therefore, comparisons cannot be made between his profession and that of Angelina Jolie, who is an actress and filmmaker.",0.4676,True,10.27,3300.571,3310.841,,hotpotqa,mistral,7.85,102.523
selfrag,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,"He is best known for his work on B road way , where he win an E to ile t ter al T ony A ward .  </s>",0.5732,False,0.0,6329.712,6329.712,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant," BitInstant, according to the provided context.",0.55,False,51.39,821.187,872.577,,hotpotqa,mistral,7.85,102.523
crag,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant," BitInstant, according to the provided context.",0.55,False,26.868,398.002,424.87,,hotpotqa,mistral,7.85,102.523
raptor_2l,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant, BitInstant was the bitcoin company where Erik Voorhees worked as Director of Marketing.,0.6919,False,9.552,1412.036,1421.588,,hotpotqa,mistral,7.85,102.523
selfrag,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant,He is also an Am b assador for the Bit co in Foundation .  </s>,0.7253,False,0.0,3779.613,3779.613,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin," I cannot find this information in the provided context. The context does not mention the name of the disc jockey who notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show. The article only mentions that Dave Lee Travis was one of the DJs who used it as an ident, but it does not specify which of his shows it was played on.",0.6918,False,47.497,3167.162,3214.658,,hotpotqa,mistral,7.85,102.523
crag,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin," I cannot find this information in the provided context. The context only mentions Mark Wirtz and his work, but does not provide any details about a disc jockey who used his song on their radio show.",0.707,False,32.616,1510.644,1543.261,,hotpotqa,mistral,7.85,102.523
raptor_2l,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin," I cannot find this information in the provided context. The context does not mention any disc jockey who notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show, nor does it provide the birth name of that hypothetical disc jockey.",0.4613,True,9.92,2951.487,2961.406,,hotpotqa,mistral,7.85,102.523
selfrag,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,< https :// en . wikipedia . org / wiki / A _ Te en age _ Oper a >  </s>,0.6945,False,0.0,4518.183,4518.183,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle," Based on the provided context, it is not explicitly stated that Neleus of Scepsis studied under anyone other than Theophrastus in the Peripatetic school. However, since Coriscus of Scepsis and his brother Erastus were students of Plato, and Coriscus was a friend of Aristotle, it is possible that Neleus may have had some connection to Aristotle's teachings through his father or his uncle. But the context does not provide enough information to confirm this.",0.5238,False,31.949,4000.419,4032.367,,hotpotqa,mistral,7.85,102.523
crag,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle," I cannot find information in the provided context that specifies who Neleus of Scepsis studied under, in addition to Theophrastus, within the Peripatetic school. However, it is mentioned that he was a disciple of Aristotle, but there's no explicit statement about him studying under Aristotle within the Peripatetic school.",0.5526,False,46.741,2705.251,2751.992,,hotpotqa,mistral,7.85,102.523
raptor_2l,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle," Neleus of Scepsis studied under Aristotle, in addition to Theophrastus.",0.4206,True,9.216,1340.987,1350.203,,hotpotqa,mistral,7.85,102.523
selfrag,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle,He is cons ider ed the f oun to f Per ip at etic ph il osoph y .   </s>,0.1239,True,0.0,4601.043,4601.043,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,In what basketball position does the brother of Saulius Kuzminskas play?,small forward," I cannot find this information in the provided context regarding Mindaugas Kuzminskas's specific basketball position. The context only mentions that he plays for the New York Knicks and represents the Lithuanian national team, but not his specific position.",0.669,False,29.035,1997.183,2026.217,,hotpotqa,mistral,7.85,102.523
crag,In what basketball position does the brother of Saulius Kuzminskas play?,small forward," I cannot find this information in the provided context. The context only mentions that Mindaugas Kuzminskas plays as a small forward, but it doesn't provide any information about his brother's position.",0.521,False,43.114,1635.119,1678.233,,hotpotqa,mistral,7.85,102.523
raptor_2l,In what basketball position does the brother of Saulius Kuzminskas play?,small forward, The brother of Saulius Kuzminskas plays at the small forward position.,0.6755,False,9.69,1179.248,1188.938,,hotpotqa,mistral,7.85,102.523
selfrag,In what basketball position does the brother of Saulius Kuzminskas play?,small forward,He is current ly the ass istant co ach of the New Y ork K ni icks .   </s>,0.4446,True,0.0,4025.355,4025.355,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4, Both Yakuza Kiwami and Yakuza 0 were released on the PlayStation 4.,0.831,False,27.956,1213.718,1241.674,,hotpotqa,mistral,7.85,102.523
crag,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4, Both Yakuza Kiwami and Yakuza 0 were released on PlayStation 4.,0.8344,False,49.247,959.503,1008.75,,hotpotqa,mistral,7.85,102.523
raptor_2l,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4," The context provided does not mention which gaming console Yakuza 0 was released on, but it states that ""Yakuza Kiwami"" was released exclusively on PlayStation 4. Therefore, it can be inferred that both games were likely released on the PlayStation 4.",0.7002,False,9.82,2533.451,2543.271,,hotpotqa,mistral,7.85,102.523
selfrag,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4,</s>,1.0,False,0.0,1123.537,1123.537,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions," The Miracle of the White Stallions was released first, in 1963, while The Hunchback of Notre Dame was released in 1996.",0.4369,True,29.391,1561.151,1590.542,,hotpotqa,mistral,7.85,102.523
crag,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions," The Miracle of the White Stallions was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions, as it was produced in 1963, while The Hunchback of Notre Dame was produced in 1996.",0.602,False,44.929,2164.816,2209.744,,hotpotqa,mistral,7.85,102.523
raptor_2l,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions," I cannot find information about the release date of either ""The Hunchback of Notre Dame"" or ""Miracle of the White Stallions"" in the provided context. However, it is known that ""The Hunchback of Notre Dame"" was released in 1996 and ""Miracle of the White Stallions"" was released in 1963.",0.5547,False,10.701,3089.221,3099.922,,hotpotqa,mistral,7.85,102.523
selfrag,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions,The H un ch back of Not re Da ime ans a « the « gre at est » h ero ic « ep ic » film in Dis ney ' s « P in oc chio « tr il ogy .  </s>,0.3044,True,0.0,8318.769,8318.769,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome," The Scotiabank Saddledome arena was built near the residential neighborhood of Ramsay, Calgary in 1983.",0.6801,False,48.756,1426.605,1475.361,,hotpotqa,mistral,7.85,102.523
crag,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome," The Scotiabank Saddledome arena was built near the residential neighborhood of Ramsay, Calgary in 1983.",0.6801,False,35.44,1151.569,1187.009,,hotpotqa,mistral,7.85,102.523
raptor_2l,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome," The Scotiabank Saddledome arena was built near the residential neighborhood of Ramsay, Calgary in 1983.",0.6801,False,9.087,1579.515,1588.602,,hotpotqa,mistral,7.85,102.523
selfrag,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome,"The area is part of old So ut wh ark , Ph il ad el ph ia ' s first sub urb , wh icht r ans form sin 1 8 5 4 and re ma ins ▁the ci ety ' s ol de ▁st res id ent ial ne igh bor ho od .  </s>",0.3369,True,0.0,10621.341,10621.341,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings, I cannot find this information in the provided context as it does not mention any films directed by Jon Turteltaub that Tommy Swerdlow has worked on.,0.4573,True,52.742,1597.79,1650.532,,hotpotqa,mistral,7.85,102.523
crag,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings, I cannot find information in the provided context about a film directed by Jon Turteltaub that was co-written by Tommy Swerdlow.,0.7411,False,30.567,1028.243,1058.81,,hotpotqa,mistral,7.85,102.523
raptor_2l,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings, I cannot find this information in the provided context as there is no mention of a film directed by Jon Turteltaub that Tommy Swerdlow co-wrote the screenplay for.,0.3952,True,9.781,1826.439,1836.219,,hotpotqa,mistral,7.85,102.523
selfrag,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,"K ub ri ck ' s fil ms are o ften c ited as "" K ub ri ck ian "" or "" K ub ri ck ian "" style .  </s>",0.8008,False,0.0,6973.707,6973.707,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi", I cannot find this information in the provided context. The context does not specify the name of the county where the city 7 miles east of Trace State Park is located.,0.7537,False,50.543,1414.023,1464.566,,hotpotqa,mistral,7.85,102.523
crag,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi"," I cannot find this information in the provided context as it only mentions a location approximately 7 mi east of Trace State Park, but does not specify the name or county of the city.",0.5259,False,34.548,1278.448,1312.996,,hotpotqa,mistral,7.85,102.523
raptor_2l,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi", I cannot find this information in the provided context as it does not mention the county name for the city that is 7 miles east of Trace State Park.,0.7092,False,9.99,1496.211,1506.201,,hotpotqa,mistral,7.85,102.523
selfrag,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",#  </s>,1.0,False,0.0,1106.493,1106.493,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings," I cannot find this information in the provided context. The context does not mention any specific type of works by Hanna Leena Kristiina Varis being part of a collection in a museum that houses approximately 65,000 items.",0.7392,False,55.938,2081.025,2136.964,,hotpotqa,mistral,7.85,102.523
crag,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings," I cannot find the exact name of the museum with approximately 65,000 artworks in the provided context. However, it is mentioned that her works are part of major collections in Finland and abroad, including Kiasma, Amos Anderson Art Museum, Helsinki Art Museum, Wäinö Aaltonen Museum of Art, and Albertina Museum. It's possible that one or more of these museums have approximately 65,000 artworks, but the context does not specify which one.",0.5651,False,34.06,3388.232,3422.292,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings," Drawings and approximately 1 million old master prints, as well as more modern graphic works.",0.864,False,10.406,1326.154,1336.561,,hotpotqa,mistral,7.85,102.523
selfrag,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,"and in 2 0 1 1 1 , it was re leased on D VD .  </s>",0.3734,True,0.0,4562.985,4562.985,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College, Radcliffe College,0.7146,False,31.28,773.047,804.327,,hotpotqa,mistral,7.85,102.523
crag,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College, Radcliffe College,0.7146,False,39.897,461.218,501.115,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College," Barnard College, according to the provided context, is the women's liberal arts undergraduate college affiliated with Columbia University, which functions as a female coordinate institution for the all-male Columbia College. However, the context does not specify that Jennifer Gordon received her degree from Barnard College. Therefore, I cannot confirm if Barnard College is the correct answer without additional information.",0.7099,False,10.375,3000.94,3011.315,,hotpotqa,mistral,7.85,102.523
selfrag,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,as Har va rd Col le ge ' s Rad cl if fe H all .  </s>,0.6068,False,0.0,4720.773,4720.773,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia," The provided context does not specify the U.S. state where both MedStar Georgetown University Hospital and Providence Hospital are located. However, since both hospitals are in Washington, D.C., it can be inferred that they are in the District of Columbia.",0.6848,False,34.117,2179.754,2213.871,,hotpotqa,mistral,7.85,102.523
crag,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia," The provided context does not specify the U.S. state where both MedStar Georgetown University Hospital and Providence Hospital are located. However, since both hospitals are in Washington, D.C., it can be inferred that they are in the District of Columbia.",0.6848,False,44.767,1924.104,1968.872,,hotpotqa,mistral,7.85,102.523
